id,host_id,host_is_superhost,neighbourhood_group,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,bathrooms,price,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,availability_365
1000054,200032,f,Brooklyn,Brooklyn Heights,40.67532,-73.92334,Private room,2,1,1.5,$115.99,2,18,1.03,4.95,328
1000055,200142,t,Bronx,Mott Haven,40.82813,-73.86557,Private room,2,1,1.0,$50.72,2,16,0.97,4.9,157
1000056,200251,t,Manhattan,Upper East Side,40.78619,-73.97688,Private room,2,1,2.0,$178.54,3,19,0.63,4.91,185
1000057,200294,f,Manhattan,Chelsea,40.74003,-73.97361,Entire home/apt,4,2,1.5,$279.74,2,57,0.92,4.63,230
1000058,200098,f,Manhattan,Harlem,40.7966,-73.95953,Entire home/apt,5,3,2.2,$249.97,7,3,1.31,4.67,72
1000059,200136,f,Manhattan,Lower East Side,40.78842,-73.98767,Private room,1,1,1.5,$137.33,2,5,2.18,4.55,54
1000060,200277,f,Manhattan,Upper East Side,40.78903,-73.9798,Entire home/apt,3,1,1.2,$374.78,3,6,1.57,4.82,242
1000061,200312,f,Manhattan,SoHo,40.7884,-73.96938,Private room,2,1,1.0,$96.85,1,2,2.2,4.92,301
1000062,200302,f,Queens,Flushing,40.71355,-73.80829,Private room,2,1,1.5,$43.16,3,62,0.79,4.59,352
1000063,200043,t,Manhattan,Hell's Kitchen,40.78843,-73.97452,Private room,2,1,1.0,$76.20,30,21,1.26,4.84,214
1000064,200120,t,Manhattan,Midtown,40.7705,-73.98504,Private room,1,1,2.0,$81.04,2,1,0.99,4.76,14
1000065,200220,f,Brooklyn,Williamsburg,40.67364,-73.92068,Private room,2,1,1.0,$133.34,3,20,0.41,4.49,146
1000066,200046,f,Manhattan,Hell's Kitchen,40.77521,-73.97141,Private room,2,1,1.0,$114.07,3,30,0.16,4.79,143
1000067,200236,f,Queens,Sunnyside,40.72972,-73.81187,Entire home/apt,4,2,1.5,$156.76,1,43,0.75,4.91,24
1000068,200048,t,Manhattan,Upper East Side,40.75666,-73.9866,Entire home/apt,2,1,1.2,$191.98,2,82,1.98,4.95,98
1000069,200198,f,Staten Island,St. George,40.58321,-74.14889,Entire home/apt,4,2,1.5,$50.43,1,9,1.53,4.89,178
1000070,200084,f,Brooklyn,Bushwick,40.68874,-73.94275,Private room,1,1,1.0,$76.32,30,26,1.36,4.23,332
1000071,200031,t,Manhattan,Hell's Kitchen,40.78146,-73.98026,Entire home/apt,3,1,1.2,$313.26,5,0,,5.0,173
1000072,200161,f,Manhattan,Greenwich Village,40.79637,-73.98499,Private room,2,1,1.0,$177.89,1,5,0.66,4.88,262
1000073,200071,f,Queens,Sunnyside,40.71154,-73.78639,Entire home/apt,3,2,1.5,$181.48,1,10,1.64,4.95,289
1000074,200008,f,Brooklyn,Greenpoint,40.6582,-73.90798,Private room,2,1,2.0,$80.48,2,1,0.97,4.86,57
1000075,200386,f,Brooklyn,Williamsburg,40.6794,-73.93898,Entire home/apt,6,3,2.2,$208.59,2,22,1.69,4.85,333
1000076,200052,f,Brooklyn,Williamsburg,40.66607,-73.94893,Private room,1,1,1.0,$103.21,1,7,2.42,4.65,278
1000077,200045,f,Manhattan,SoHo,40.7767,-73.97933,Private room,1,1,1.0,$141.68,2,75,0.42,4.52,144
1000078,200293,t,Manhattan,SoHo,40.79259,-73.97794,Entire home/apt,3,1,1.0,$579.11,2,24,2.05,4.63,121
1000079,200300,t,Manhattan,Hell's Kitchen,40.79836,-73.93125,Entire home/apt,5,2,1.5,$169.43,1,27,1.57,4.75,26
1000080,200373,f,Queens,Flushing,40.72377,-73.79262,Private room,3,1,1.5,$93.32,5,136,0.86,4.79,65
1000081,200038,f,Brooklyn,Greenpoint,40.68389,-73.91703,Entire home/apt,4,2,1.5,$249.93,30,42,0.14,4.91,100
1000082,200355,f,Manhattan,Upper East Side,40.78186,-73.98364,Entire home/apt,4,2,2.0,$238.53,3,7,1.35,4.81,93
1000083,200380,f,Manhattan,Chelsea,40.7641,-73.97207,Shared room,1,1,1.0,$37.10,5,13,5.55,4.72,66
1000084,200231,t,Manhattan,Lower East Side,40.77637,-73.94105,Private room,1,1,1.0,$146.77,1,75,0.3,4.71,249
1000085,200262,f,Manhattan,Greenwich Village,40.80965,-73.98672,Shared room,1,1,1.0,$36.09,1,4,0.39,4.89,141
1000086,200068,t,Brooklyn,Bed-Stuy,40.66754,-73.94309,Entire home/apt,8,4,3.0,$276.59,1,98,1.58,4.84,266
1000087,200179,f,Brooklyn,Crown Heights,40.69916,-73.94334,Entire home/apt,3,1,1.2,$301.15,3,118,0.39,4.66,39
1000088,200357,f,Queens,Sunnyside,40.71849,-73.79578,Private room,1,1,1.5,$93.25,30,34,2.19,4.87,214
1000089,200186,f,Brooklyn,Bed-Stuy,40.66877,-73.93516,Private room,1,1,1.5,$110.53,3,39,1.5,4.93,130
1000090,200201,t,Manhattan,Hell's Kitchen,40.77246,-73.97886,Private room,2,1,2.0,$80.51,7,45,0.54,4.92,0
1000091,200390,t,Brooklyn,Bushwick,40.69563,-73.95573,Entire home/apt,2,1,1.2,$139.80,2,9,0.67,4.43,8
1000092,200013,f,Brooklyn,DUMBO,40.65651,-73.94278,Entire home/apt,3,1,1.8,$132.70,2,133,0.32,4.69,328
1000093,200214,f,Brooklyn,Brooklyn Heights,40.67279,-73.93653,Entire home/apt,5,2,2.5,$177.52,2,16,2.58,4.78,331
1000094,200220,f,Brooklyn,Bushwick,40.68296,-73.94468,Entire home/apt,3,1,1.0,$162.42,1,29,2.61,4.71,143
1000095,200286,t,Brooklyn,Greenpoint,40.67728,-73.95524,Entire home/apt,6,4,3.0,$203.09,1,10,2.91,4.45,349
1000096,200244,f,Brooklyn,Park Slope,40.67945,-73.93098,Entire home/apt,6,4,3.0,$360.91,3,36,0.8,4.71,327
1000097,200356,f,Manhattan,Midtown,40.7685,-73.97128,Shared room,1,1,1.0,$81.96,2,3,0.61,4.95,301
1000098,200258,t,Manhattan,Harlem,40.79868,-73.96362,Entire home/apt,4,2,1.5,$293.41,2,24,1.38,4.57,137
1000099,200058,f,Manhattan,Harlem,40.80274,-73.97972,Private room,2,1,1.0,$206.76,2,35,2.36,4.86,357
1000100,200036,t,Manhattan,Lower East Side,40.75564,-73.96819,Private room,2,1,2.0,$127.04,1,4,0.6,4.96,296
1000101,200328,f,Brooklyn,Williamsburg,40.68364,-73.92367,Private room,2,1,1.0,$84.27,2,48,0.52,4.67,178
1000102,200393,f,Manhattan,Harlem,40.80092,-73.96315,Entire home/apt,8,4,3.0,$397.87,2,0,,5.0,277
1000103,200382,f,Brooklyn,Bushwick,40.68968,-73.94708,Private room,3,1,1.0,$104.20,2,2,0.41,4.82,143
1000104,200193,f,Queens,Sunnyside,40.70991,-73.79313,Private room,1,1,1.0,$44.39,5,18,1.58,4.7,338
1000105,200333,f,Manhattan,Chelsea,40.79784,-73.96135,Private room,1,1,1.0,$223.78,2,7,1.06,4.43,189
1000106,200050,t,Manhattan,Midtown,40.79561,-73.97762,Private room,3,1,1.5,$94.24,2,19,0.77,4.98,330
1000107,200032,f,Brooklyn,Greenpoint,40.67422,-73.93695,Shared room,1,1,1.0,$53.00,7,4,1.16,4.81,269
1000108,200098,f,Manhattan,Hell's Kitchen,40.7749,-73.97894,Private room,2,1,2.0,$176.67,7,33,1.12,4.79,186
1000109,200043,f,Manhattan,Midtown,40.78757,-73.95979,Entire home/apt,4,3,2.2,$311.10,7,31,1.71,4.87,153
1000110,200381,t,Manhattan,Chelsea,40.78011,-73.98865,Private room,1,1,1.0,$126.55,1,27,1.78,4.74,171
1000111,200351,f,Manhattan,Lower East Side,40.77206,-73.96814,Entire home/apt,4,2,1.5,$182.33,1,2,0.09,4.77,246
1000112,200334,t,Bronx,Riverdale,40.84767,-73.86118,Private room,3,1,1.0,$58.67,1,26,3.12,4.86,10
1000113,200310,t,Queens,Ridgewood,40.73602,-73.79481,Entire home/apt,3,2,2.0,$93.59,1,54,1.51,4.79,46
1000114,200047,f,Brooklyn,Bed-Stuy,40.68218,-73.94488,Entire home/apt,3,2,1.5,$160.06,30,32,2.1,4.67,265
1000115,200270,t,Queens,Long Island City,40.74543,-73.77341,Private room,2,1,1.0,$40.46,2,107,2.0,4.8,316
1000116,200311,f,Queens,Flushing,40.71036,-73.79873,Private room,1,1,1.0,$91.96,1,64,2.96,4.78,110
1000117,200063,t,Manhattan,Hell's Kitchen,40.78359,-73.9752,Entire home/apt,4,2,1.5,$205.46,1,1,2.63,4.62,300
1000118,200019,f,Queens,Ridgewood,40.75509,-73.79154,Entire home/apt,6,4,3.5,$187.99,1,21,2.52,4.34,302
1000119,200347,f,Brooklyn,Williamsburg,40.66612,-73.93525,Private room,1,1,1.5,$123.45,2,24,0.47,4.68,278
1000120,200393,f,Queens,Ridgewood,40.73226,-73.79034,Entire home/apt,4,2,2.0,$175.54,3,0,,5.0,291
1000121,200101,t,Queens,Long Island City,40.75532,-73.78964,Private room,2,1,2.0,$84.68,7,2,0.16,4.79,251
1000122,200037,f,Manhattan,Harlem,40.77855,-74.00053,Entire home/apt,3,2,1.5,$223.38,30,88,2.44,4.83,75
1000123,200107,f,Manhattan,Hell's Kitchen,40.78062,-73.95161,Private room,1,1,2.0,$101.38,1,84,0.97,4.91,174
1000124,200092,f,Manhattan,Upper East Side,40.78173,-74.0048,Private room,2,1,2.0,$176.99,2,6,1.29,4.93,108
1000125,200308,t,Manhattan,Harlem,40.77562,-73.95631,Entire home/apt,6,3,2.2,$226.31,1,35,1.61,4.83,339
1000126,200185,t,Queens,Flushing,40.73639,-73.8075,Entire home/apt,5,2,2.0,$202.30,2,29,2.27,4.45,335
1000127,200216,f,Queens,Ridgewood,40.71972,-73.80106,Entire home/apt,2,2,2.5,$101.35,30,85,3.18,4.55,13
1000128,200028,t,Manhattan,Midtown,40.77316,-74.00165,Private room,1,1,1.0,$121.57,2,23,3.19,4.9,180
1000129,200036,f,Brooklyn,Williamsburg,40.68965,-73.92534,Private room,2,1,1.0,$52.89,3,62,0.32,4.84,321
1000130,200372,t,Manhattan,Chelsea,40.76032,-73.95254,Private room,2,1,1.0,$62.70,2,90,1.35,4.78,271
1000131,200320,f,Manhattan,Harlem,40.78155,-73.95282,Entire home/apt,2,2,2.0,$206.13,1,13,0.41,4.95,42
1000132,200018,f,Manhattan,Midtown,40.78367,-73.96917,Entire home/apt,5,3,2.2,$218.82,1,10,0.67,4.97,101
1000133,200345,f,Manhattan,Hell's Kitchen,40.78869,-73.98305,Entire home/apt,3,1,1.0,$247.60,2,4,3.26,4.73,112
1000134,200196,f,Bronx,Pelham Bay,40.86272,-73.88162,Entire home/apt,4,2,1.5,$108.98,3,4,3.91,4.68,192
1000135,200078,f,Manhattan,Harlem,40.77707,-73.96334,Private room,2,1,1.0,$87.00,1,25,1.88,4.51,8
1000136,200167,f,Brooklyn,Brooklyn Heights,40.67056,-73.93254,Private room,1,1,1.0,$114.83,3,24,1.56,4.9,148
1000137,200090,f,Brooklyn,Crown Heights,40.69884,-73.92901,Private room,2,1,1.5,$105.81,5,23,1.9,4.72,337
1000138,200264,f,Manhattan,Midtown,40.75406,-73.96931,Entire home/apt,3,1,1.0,$285.31,2,5,3.08,4.93,223
1000139,200208,f,Staten Island,St. George,40.59493,-74.16995,Shared room,1,1,1.0,$25.00,3,53,1.88,4.69,109
1000140,200212,t,Bronx,Mott Haven,40.85565,-73.85479,Private room,2,1,1.0,$72.28,2,1,0.46,4.43,353
1000141,200271,f,Manhattan,Harlem,40.76492,-73.95869,Private room,2,1,1.5,$100.21,3,5,1.21,4.86,83
1000142,200263,t,Brooklyn,Crown Heights,40.68229,-73.93444,Private room,1,1,1.0,$72.69,3,12,1.09,4.67,42
1000143,200273,f,Manhattan,Lower East Side,40.76861,-73.96895,Entire home/apt,6,3,2.2,$360.87,30,2,0.56,4.89,65
1000144,200342,f,Manhattan,Hell's Kitchen,40.75753,-74.00535,Entire home/apt,5,2,1.5,$143.50,2,11,2.28,4.74,108
1000145,200214,f,Manhattan,Harlem,40.78521,-73.95469,Private room,1,1,1.0,$189.55,2,4,3.05,4.81,101
1000146,200374,f,Brooklyn,Greenpoint,40.68199,-73.94515,Entire home/apt,5,3,2.2,$194.68,1,13,0.85,4.53,134
1000147,200064,f,Brooklyn,Bushwick,40.67539,-73.95834,Entire home/apt,2,1,1.2,$238.05,1,3,0.35,4.72,85
1000148,200012,t,Manhattan,Chelsea,40.77977,-73.96487,Private room,2,1,1.5,$102.96,3,20,0.82,4.87,83
1000149,200210,f,Manhattan,Midtown,40.77657,-73.95994,Private room,1,1,1.0,$81.01,30,8,1.41,4.97,226
1000150,200312,t,Queens,Long Island City,40.73114,-73.79015,Private room,2,1,1.0,$201.87,2,93,1.43,4.8,259
1000151,200174,f,Manhattan,Hell's Kitchen,40.79643,-73.9791,Entire home/apt,5,2,1.5,$179.26,1,32,1.83,4.66,19
1000152,200256,t,Manhattan,Hell's Kitchen,40.79299,-73.977,Entire home/apt,2,1,1.0,$201.79,1,91,2.1,4.78,34
1000153,200101,f,Brooklyn,DUMBO,40.68329,-73.95389,Private room,2,1,1.0,$175.19,2,6,3.12,4.56,352
1000154,200016,f,Staten Island,Todt Hill,40.56584,-74.14882,Shared room,1,1,1.0,$31.15,1,45,2.52,4.74,242
1000155,200197,t,Manhattan,Midtown,40.75482,-73.97564,Private room,1,1,1.0,$165.25,1,23,2.46,4.73,269
1000156,200258,f,Brooklyn,DUMBO,40.6541,-73.93251,Private room,2,1,1.5,$127.13,3,1,1.33,4.75,222
1000157,200384,t,Brooklyn,Williamsburg,40.69395,-73.95716,Private room,1,1,1.0,$122.91,1,1,0.44,4.76,303
1000158,200244,f,Manhattan,Midtown,40.78952,-73.95771,Private room,1,1,1.5,$164.19,2,51,1.89,4.77,157
1000159,200348,f,Brooklyn,Williamsburg,40.69174,-73.94098,Entire home/apt,3,1,1.0,$240.11,3,2,2.08,4.85,284
1000160,200249,t,Manhattan,SoHo,40.79411,-73.98094,Private room,2,1,1.0,$72.22,1,31,2.46,4.92,35
1000161,200105,t,Brooklyn,Greenpoint,40.67945,-73.95121,Private room,1,1,1.0,$81.96,2,12,0.6,4.83,297
1000162,200182,f,Brooklyn,Williamsburg,40.66719,-73.94366,Private room,2,1,1.5,$48.97,3,1,2.99,4.75,28
1000163,200155,t,Brooklyn,Bed-Stuy,40.68341,-73.92675,Entire home/apt,5,2,2.0,$159.26,3,197,1.73,4.87,254
1000164,200287,f,Manhattan,Chelsea,40.78708,-73.96157,Private room,1,1,1.0,$180.63,2,77,0.48,4.77,141
1000165,200169,t,Queens,Long Island City,40.738,-73.75459,Entire home/apt,2,2,2.0,$126.30,2,40,0.29,4.96,133
1000166,200047,t,Manhattan,Harlem,40.75595,-73.98152,Entire home/apt,4,2,1.5,$296.15,5,11,1.33,4.63,143
1000167,200043,f,Manhattan,Lower East Side,40.80521,-73.97648,Entire home/apt,5,2,2.0,$148.50,3,8,1.51,4.67,296
1000168,200321,t,Manhattan,Upper East Side,40.79639,-73.96775,Private room,1,1,1.5,$152.57,2,19,0.67,4.57,340
1000169,200306,f,Brooklyn,Greenpoint,40.70978,-73.9609,Entire home/apt,3,1,1.2,$99.97,1,5,1.42,4.64,244
1000170,200221,t,Brooklyn,Park Slope,40.69653,-73.91796,Entire home/apt,4,2,2.0,$364.78,1,131,1.63,4.85,253
1000171,200001,t,Manhattan,Upper East Side,40.76788,-73.95946,Entire home/apt,3,1,1.2,$301.89,1,79,2.75,4.87,363
1000172,200200,f,Brooklyn,Greenpoint,40.66372,-73.94375,Private room,2,1,1.5,$57.90,2,82,1.34,4.66,4
1000173,200144,f,Manhattan,Upper East Side,40.77925,-74.00724,Entire home/apt,6,3,2.8,$189.26,1,20,1.9,4.65,265
1000174,200378,f,Brooklyn,DUMBO,40.68456,-73.94205,Entire home/apt,5,3,2.2,$270.50,2,1,3.02,4.79,238
1000175,200028,t,Manhattan,Lower East Side,40.80529,-73.96203,Private room,1,1,1.0,$87.45,3,10,1.28,4.94,249
1000176,200342,f,Brooklyn,DUMBO,40.71256,-73.94259,Entire home/apt,5,2,2.0,$158.71,1,1,0.8,4.92,290
1000177,200338,f,Manhattan,Upper East Side,40.78152,-73.97397,Private room,2,1,1.0,$87.50,3,9,2.0,4.9,30
1000178,200278,t,Bronx,Pelham Bay,40.83821,-73.89792,Private room,1,1,2.0,$54.32,3,39,2.38,4.32,119
1000179,200041,f,Manhattan,Chelsea,40.7798,-74.00222,Entire home/apt,5,2,1.5,$207.43,1,17,2.99,4.82,78
1000180,200332,f,Manhattan,Midtown,40.78988,-73.9898,Entire home/apt,2,1,1.8,$243.89,3,55,0.98,4.77,8
1000181,200147,f,Manhattan,Hell's Kitchen,40.76969,-73.98124,Private room,1,1,1.0,$148.91,3,31,1.04,4.53,43
1000182,200345,f,Bronx,Pelham Bay,40.84173,-73.8647,Entire home/apt,5,2,2.5,$133.97,2,95,2.17,4.43,221
1000183,200178,f,Queens,Ridgewood,40.74447,-73.80356,Entire home/apt,4,2,2.5,$109.14,1,11,1.86,4.76,143
1000184,200315,t,Manhattan,Greenwich Village,40.7903,-73.93024,Entire home/apt,4,2,1.5,$148.59,2,15,2.19,4.47,119
1000185,200325,f,Brooklyn,Brooklyn Heights,40.68386,-73.94691,Private room,1,1,1.0,$76.58,30,11,1.86,4.73,52
1000186,200167,t,Queens,Astoria,40.71651,-73.79781,Entire home/apt,8,4,3.0,$167.35,2,40,1.22,4.95,64
1000187,200123,f,Brooklyn,Greenpoint,40.66491,-73.94017,Private room,1,1,1.0,$148.42,1,9,1.24,4.7,175
1000188,200074,f,Brooklyn,Williamsburg,40.67975,-73.97663,Private room,3,1,2.0,$134.50,3,29,1.29,4.59,69
1000189,200239,f,Manhattan,Lower East Side,40.78282,-73.95506,Entire home/apt,3,2,1.5,$206.52,2,6,2.6,4.95,301
1000190,200249,f,Manhattan,Lower East Side,40.77711,-73.98099,Entire home/apt,3,1,1.2,$180.49,2,1,2.71,4.8,120
1000191,200263,t,Queens,Astoria,40.70753,-73.82277,Shared room,1,1,1.0,$44.43,3,25,0.25,4.91,202
1000192,200252,f,Queens,Long Island City,40.74067,-73.79762,Entire home/apt,2,1,1.0,$167.62,2,9,2.09,4.87,288
1000193,200357,f,Brooklyn,Bushwick,40.68978,-73.92123,Private room,2,1,1.0,$96.90,5,138,2.79,4.7,179
1000194,200111,f,Manhattan,Hell's Kitchen,40.79692,-73.97934,Entire home/apt,6,4,3.5,$323.55,3,7,1.48,4.88,80
1000195,200180,f,Manhattan,Hell's Kitchen,40.78527,-73.98042,Entire home/apt,4,3,2.2,$297.65,2,20,0.04,4.66,54
1000196,200188,t,Brooklyn,DUMBO,40.66758,-73.93906,Entire home/apt,4,2,2.5,$116.92,1,183,1.6,4.93,178
1000197,200308,f,Queens,Sunnyside,40.71572,-73.82804,Entire home/apt,3,1,1.0,$111.46,5,18,0.98,4.92,97
1000198,200207,t,Queens,Sunnyside,40.71488,-73.7995,Entire home/apt,3,2,2.0,$143.14,30,13,1.66,4.46,109
1000199,200234,f,Brooklyn,Greenpoint,40.70102,-73.95156,Private room,2,1,1.0,$57.88,1,26,3.27,4.69,152
1000200,200024,t,Brooklyn,Park Slope,40.68588,-73.94672,Entire home/apt,2,1,1.2,$301.24,2,64,1.86,4.72,124
1000201,200026,f,Manhattan,Greenwich Village,40.8015,-73.95384,Entire home/apt,4,2,1.5,$203.00,1,32,3.39,4.97,90
1000202,200381,f,Manhattan,Lower East Side,40.80074,-73.99721,Entire home/apt,4,3,3.2,$247.04,3,19,0.66,4.73,293
1000203,200218,t,Queens,Flushing,40.7313,-73.78352,Private room,1,1,1.5,$138.22,3,67,2.57,4.67,36
1000204,200346,f,Brooklyn,Bushwick,40.68392,-73.93465,Entire home/apt,4,2,2.5,$168.59,1,70,2.23,4.79,4
1000205,200378,f,Manhattan,Hell's Kitchen,40.78398,-73.98237,Private room,1,1,1.0,$99.22,7,10,1.4,4.85,337
1000206,200010,f,Manhattan,Chelsea,40.75764,-73.98088,Entire home/apt,4,2,2.5,$226.90,1,5,0.18,4.73,149
1000207,200017,t,Brooklyn,Greenpoint,40.71837,-73.95148,Entire home/apt,6,3,2.2,$144.34,3,9,1.35,4.68,365
1000208,200245,t,Manhattan,Upper East Side,40.75371,-73.96021,Entire home/apt,3,1,1.0,$230.50,2,33,0.75,4.71,315
